,Unnamed: 0,node_number,longitude,latitude,Mar-89,11years,22years,33years,55years,110years,1000years,10000years,100000years,1000000years,voltage
0,0,2,-3.73183,50.47192,29.22665382418593,7.800593906382757,23.16504582159459,26.727774922830505,30.696754512582757,35.676976326403306,50.64686841296842,65.95286702334737,81.26471096640351,96.57655491860088,400
1,1,5,-3.29375,56.33943,15.35752222262843,4.09892268159131,12.172372113941575,14.044454072915526,16.130005590973262,18.746927378854277,26.61305026013751,34.655784649521955,42.7015905443558,50.74739644399303,275
2,2,8,-3.40251,51.38554,18.97286025788865,5.063856403289784,15.03788904075622,17.350680706236762,19.927195129535757,23.16017051889468,32.87806954156818,42.81415646034655,52.75403795241792,62.69391945042346,275
3,3,11,-5.145416666666667,56.19764166666666,12.250345458980004,3.2696172032983246,9.709623811015913,11.202940922493928,12.866537836002726,14.95399670312636,21.228623646300942,27.64412956428069,34.06208555215378,40.48004154385843,275
4,4,14,-1.32135,53.445746,2.435744361100261,0.6501001700366252,1.930570980653472,2.227488218277231,2.5582623025503,2.973313141863404,4.220901403437034,5.496500725566322,6.772587196727206,8.04867366864992,275
5,5,17,-4.2742,57.7081,4.902413821477097,1.308454249070917,3.885653194994133,4.4832574398435385,5.149005236871887,5.984376552417131,8.49539291141154,11.062787030164069,13.631161632001664,16.19953623537259,275
6,6,20,-4.13651,51.0064,41.53371116392052,11.085347510655854,32.91961946929764,37.98257886027568,43.62285683694404,50.70020122237303,71.973768077431,93.724972617746,115.48448390301144,137.24399520126738,400
7,7,23,-0.655,51.665,7.292934594748221,1.9464842435148508,5.780379959933388,6.669388687050077,7.659769205123634,8.902485260612526,12.63792635949786,16.45723620742945,20.278004642757185,24.09877308036593,400
8,8,26,-5.21917,56.2181,8.240292050318931,2.1993339484296075,6.531255479236393,7.535747080189344,8.654778740743271,10.05892450673205,14.279602094289944,18.595043041789904,22.912132048239105,27.22922105726563,275
9,9,29,-2.61904,56.56383,20.9059659872599,5.579802322505769,16.570068641891908,19.11850589578728,21.95753607716318,25.519912682951112,36.22794846006418,47.17640284948973,58.12903843348065,69.08167402401035,275
10,10,32,-4.949,56.283,13.253567399284346,3.5373771391898403,10.504777520919834,12.120387386923271,13.920221839940083,16.17862972576638,22.967106946689924,29.908000194898104,36.85154415745335,43.79508812415392,275
11,11,35,-4.88222,55.0533,34.48810445849924,9.20487508080835,27.335271594449388,31.539371528020272,36.22285611398929,42.09962911628914,59.76443621735656,77.82585652540294,95.89417445659764,113.96249239857924,275
12,12,38,-6.645,57.5544,4.382465153800189,1.1696799496553631,3.473541880983724,4.007764383242111,4.602903151192324,5.349675213726653,7.594373865175786,9.889470866618725,12.185444361379172,14.481417857510328,275
13,13,41,-2.924,50.7867,16.368297790079644,4.368698680568508,12.97351282872225,14.968808329370844,17.19162316950325,19.980781114153316,28.36462324100957,36.93670079515996,45.512052009939374,54.08740322983831,400
14,14,44,-4.58739,55.45686,21.640366587960862,5.775813842850634,17.152154558021177,19.790115245143696,22.72887702810554,26.416395496307675,37.50059126104493,48.83365124512423,60.1710393039371,71.50842736951844,275
15,15,47,-3.67388,55.9004,18.592061093940444,4.962221106422789,14.736067623403772,17.002439870798145,19.5272417676274,22.69532897942116,32.218182670348824,41.95484506693296,51.69522587695239,61.43560669278687,275
16,16,50,-3.76771,56.013815,8.237849954557404,2.1986821530707967,6.529319874135761,7.533513783615376,8.652213807564852,10.055943440435684,14.275370186544707,18.58953220849413,22.90534180097349,27.22115139602941,275
17,17,55,0.11613,51.5229,19.326767810134942,5.158314328992887,15.318396166673226,17.67432916277341,20.29890423167263,23.592185467960714,33.491355938868324,43.612784242790205,53.738077901538695,63.86337156633203,400
18,18,60,-4.4898,57.46757,30.778210340779303,8.214704340699088,24.394809516675416,28.14667335728765,32.326354322015995,37.57096136637975,53.3355607006281,69.45410945888783,85.57881386122959,101.70351827319786,275
19,19,64,-0.126,51.373,19.5433442060166,5.216118569058944,15.490054618053064,17.872388276811723,20.52637442027484,23.85656027443731,33.86666117529933,44.101510537764085,54.340268570348805,64.57902660904611,275
20,20,67,-3.5997,57.5045,8.02660467189229,2.142300787122364,6.361886863091454,7.340329972613702,8.430342887174165,9.79807632386311,13.90930323620684,18.11283610360537,22.31797429246348,26.523112483832072,275
21,21,70,-2.0787,55.7774,49.631868917154975,13.246745815190172,39.33821930466223,45.388344125778296,52.128351925454425,60.585622392638406,86.00706564829821,111.99927540471714,138.00141153816702,164.00354768714027,275
22,22,73,-1.615,52.3859,24.66313168359136,6.58258984694759,19.54799817287426,22.55443392516113,25.90368720815384,30.106284848876804,42.73874089537022,55.65482296030559,68.57583765319141,81.49685235379116,275
23,23,76,-0.2212,52.931,17.941290269184808,4.788530373279756,14.220266667690325,16.40730995154548,18.84373717036339,21.900933033570265,31.0904619081067,40.48631562370724,49.88575759853554,59.28519957897536,400
24,24,79,-3.06273,53.366,19.796474476366583,5.283679038221483,15.690685670337182,18.10387590905209,20.79223714323244,24.16555639548142,34.3053106207978,44.67272430586782,55.04409728712843,65.4154702745808,275
25,25,82,-2.2417,52.3121,28.43685342479381,7.58979617976588,22.539050025021663,26.00550245756985,29.86722715307309,34.71286697877834,49.278223300833794,64.17060344197941,79.06867095567065,93.9667384782561,275
26,26,85,-3.718533333333333,55.78187777777778,11.520305507850324,3.07476954032414,9.130994145736915,10.535319387170537,12.099776875305238,14.06283693470194,19.96353741496243,25.99672141046929,32.03220946783152,38.06769752879696,275
27,27,88,-3.730888888888889,55.79862222222222,28.42944188522468,7.587818039854699,22.533175638759037,25.998724604633725,29.85944281306337,34.70381971242548,49.26537984391418,64.15387856178677,79.04806316989658,93.94224778689828,275
28,28,93,-1.531,55.1411,91.443226468163,24.4061971465664,72.47790130037059,83.62483060705132,96.04282076276635,111.62474655975974,158.461967149923,206.35078485959983,254.2578912205537,302.16499761010823,275
29,29,96,-3.73210833333333,57.2535416666666,15.936119011798976,4.253350164634935,12.630967929048934,14.573580836624116,16.73770579865968,19.45322047945849,27.61570063611167,35.96144616403725,44.31037891680791,52.65931167456293,275
30,30,99,-3.47587,53.24996,17.307859350564758,4.61946766108473,13.718209321580265,15.82803737645417,18.178444676514207,21.12770391114099,29.992789469207548,39.05691541266927,48.12450292913359,57.1920904510113,275
31,31,102,-0.235,50.975,24.25286170912975,6.473088790753854,19.22281819110834,22.17924203350739,25.47278065396221,29.60546829100632,42.02778405661115,54.72900773588373,67.43508198908503,80.14115624987194,400
32,32,106,-3.861916666666666,56.00741666666666,18.0884571428693,4.827809211869709,14.336911131775397,16.541894057533028,18.998306537799447,22.08057963629313,31.34548738351977,40.81841239088224,50.29495509085683,59.77149779648897,275
33,33,109,-1.2321,50.88455,23.64029450904121,6.309594605035394,18.737297428306743,21.619049329013585,24.829401323687417,28.857707509790764,40.966266355556,53.3466885920866,65.73183888906586,78.11698919343908,400
34,34,112,0.5764,51.8649,22.77249709926877,6.077979476346121,18.04948120130493,20.825448597758506,23.917953704172533,27.798387211585947,39.46246022413055,51.388416957084566,63.31892819094848,75.24943943193496,400
35,35,115,-4.381,55.8807,5.313751730275021,1.4182403369390406,4.211679621515035,4.85942595744786,5.581033442496987,6.486496737732068,9.208200373582052,11.991012155209388,14.774886687530463,17.558761221513528,275
36,36,119,-1.86428,53.8104,32.26995605283284,8.61285127128229,25.57716716807685,29.51087481099187,33.893134843438915,39.391935357247824,55.92060684509858,72.82038283289614,89.72661281401575,106.63284280522846,275
37,37,122,-3.8884444444444446,56.11042777777778,20.52124220367819,5.477119544658496,16.265136571017873,18.766675995693745,21.55346068725362,25.05028036029054,35.56126061548179,46.308235159410685,57.05931395312305,67.81039275325386,275
38,38,125,-2.13128,53.415,3.785854466878132,1.0104445573014231,3.00066825051818,3.462163910039387,3.976282946696852,4.6213925481351765,6.560507205787393,8.543159190435096,10.526568346223891,12.50997750319679,275
39,39,128,1.062026,52.073123,53.17598622526721,14.192670724811126,42.14728668313805,48.6294394041212,55.850738334290845,64.91192639104142,92.1486665316516,119.9969305226506,147.85582971437404,175.7147289227294,400
40,40,131,-2.55655,56.72038,4.282998177417891,1.1431322136565198,3.39470435550126,3.916801833338415,4.498432985894456,5.228255875645824,7.422007541799374,9.665013687701872,11.9088764335201,14.152739180677925,275
41,41,134,-0.02332,51.6644,11.831526712385603,3.1578344798221405,9.37766807245738,10.819931178724572,12.42665250643972,14.44274465911244,20.502852640312653,26.69902318066289,32.897560027129764,39.09609687729719,275
42,42,137,-1.35202,53.40147,3.0709103017675794,0.8196259596161088,2.4340035052382283,2.8083474710308045,3.225377090055792,3.748660205705968,5.321580462041958,6.929816187356373,8.538666094932076,10.14751600346827,275
43,43,140,-1.077,51.33545,14.419250405159897,3.848497933486244,11.428697871398525,13.18640449582089,15.144538701052666,17.601578971167076,24.98711902761301,32.53848046610402,40.09272575561954,47.64697104964498,400
44,44,143,-5.9358,57.2479,5.724145260661989,1.5277743702092574,4.536957533707397,5.234730840995342,6.012069767477027,6.987464120320648,9.919371322404183,12.917106195932424,15.91598589888734,18.914865603632595,275
45,45,146,-3.8747,58.0199,11.962058921940152,3.192673526555409,9.48112790175275,10.939302884364942,12.563750486139508,14.602085327330052,20.72905190625436,26.993582164760163,33.26050483583305,39.52742751064732,275
46,46,149,-3.4534,55.9193,13.548558539781528,3.616110274595679,10.738587498883398,12.390156784914126,14.230051034814776,16.53872541100379,23.47829709406795,30.573677202581283,37.67176702368908,44.76985684903446,275
47,47,152,-2.969,51.11747,6.0095394310949,1.6039460743047105,4.7631609531978425,5.49572380986222,6.311819264692872,7.335844784199541,10.4139308803575,13.56112668096736,16.709524389856654,19.857922100625554,400
48,48,155,-3.4875,56.39667,14.07475487683432,3.756552076967808,11.155650715641247,12.87136333515993,14.78271504764005,17.181053279702095,24.3901427265654,31.761091856841038,39.13485593901298,46.50862002558709,275
49,49,158,0.313,52.2803,24.870508719601897,6.637938777863822,19.71236521162008,22.744080224597116,26.12149530908309,30.35942999675771,43.09810456108024,56.12278997979314,69.15244950187729,82.1821090317402,400
50,50,161,-2.11,52.637,5.634916542613684,1.503959225360005,4.466234851780647,5.153131178338298,5.918352844907717,6.878542624189253,9.764746876895114,12.715752670773355,15.667885448328828,18.62001822764673,275
51,51,164,-1.961,52.55325,12.842509581244649,3.4276658075450936,10.178973094333909,11.744475012317354,13.48848781363836,15.676851447240042,22.25478485379435,28.980407122657837,35.70859789427787,42.43678866991468,275
52,52,167,-5.50231,55.59024,21.626168457524027,5.772024361836698,17.14090111983668,19.777131054858916,22.71396473170723,26.399063838481865,37.475987320810425,48.80161174397868,60.13156140225347,71.46151106729229,275
53,53,170,1.096,51.293,40.7639768879441,10.879905432379111,32.309528082144375,37.27865686487911,42.8144049268586,49.76058659160382,70.63989555056415,91.98799025048044,113.3442377484416,134.70048525915252,400
54,54,174,-2.949,53.268,25.54245288795209,6.817280676412756,20.244948159466965,23.35857316656745,26.827238269125218,31.17967224313681,44.26251661043813,57.63909919017701,71.02079026216478,84.40248134214148,400
55,55,177,-3.1455,51.4955,8.789520341347348,2.345922979318388,6.9665738227157545,8.03801635234634,9.231633214829966,10.72936748165094,15.231359799832568,19.83443160339396,24.439261311598734,29.04409102255262,275
56,56,181,-2.407,53.4345,12.353030092812608,3.2970237320707327,9.791011651793546,11.296846020135996,12.974387506920763,15.07934383565713,21.406565848273107,27.8758477090003,34.34760017655434,40.819352647972046,400
57,57,184,-4.7277,58.1686,20.12547330023141,5.37148882431897,15.951450138138576,18.404745333483365,21.137784607949374,24.567165259809453,34.875432682684824,45.41514305184271,55.9588785169775,66.50261398840694,275
58,58,187,-4.19661,55.85696,8.085301129612525,2.1579668716893154,6.408409675481606,7.394007883200087,8.491991776719816,9.869727089808666,14.011018327792314,18.245290530104263,22.48117979317117,26.71706905876692,275
59,59,190,-2.082,53.04094,12.8123929682366,3.419627683532517,10.155102666863163,11.716933369720865,13.456856334994932,15.6400880977378,22.20259577511164,28.912445973740063,35.62485865180049,42.33727133386824,400
60,60,193,-3.2296666666666667,55.01642777777778,5.397845031964146,1.440684839161904,4.278331972435404,4.936329281844327,5.669356637264069,6.589149431113246,9.35392565608212,12.180777099811683,15.008708112900829,17.836639127678264,275
61,61,196,-3.0448,56.4738,3.9771693615053296,1.0615065026820536,3.152304436003263,3.637121381179968,4.177220980530607,4.854930640027671,6.892036786693649,8.97488038167498,11.058519410788849,13.142158441146655,275
62,62,199,-4.23901,55.85503,13.804456899740211,3.684409546874847,10.941412538991422,12.624175835101704,14.498821082288488,16.851100539033542,23.92174336204943,31.15113744169635,38.38329241362647,45.61544738987422,275
63,63,202,-2.487,50.624,28.15684633730256,7.515062288107686,22.31711640747088,25.749435976053235,29.573135709071064,34.37106232704692,48.79299901891027,63.5387394483113,78.29011124882214,93.04148305813962,400
64,64,205,-0.3226,51.34417,17.427013553461606,4.651269917840783,13.812650942798529,15.937003895005834,18.303592335821005,21.273155446630295,30.19927178741172,39.32579878694134,48.45581119032193,57.58582359915318,275
65,65,208,-1.38885,53.22458,13.339851488242648,3.5604063625348994,10.573166289829793,12.199294186277449,14.01084601857606,16.283956713167285,23.116628644448824,30.1027088700523,37.09145706682627,44.08020526777256,275
66,66,211,-3.300438888888889,51.63585833333333,19.101659510768165,5.098232923886445,15.139975328590925,17.468467622997775,20.06247298483969,23.31739576689889,33.10126576688766,43.10480485441072,53.11216427508579,63.1195237017353,400
67,67,214,-0.0958,51.5307,15.81424969977892,4.220823245253832,12.534374312339564,14.46213135077922,16.609706460240677,19.304454610262187,27.40451330530779,35.6864358745174,43.97152129470172,52.25660671983229,400
68,68,217,-2.7245166666666667,57.41145833333333,12.012755972897256,3.206204569457088,9.521310384342296,10.985665337466276,12.61699759876156,14.663971217438975,20.816904825859726,27.107985129956365,33.4014679860336,39.69495084586807,275
69,69,220,-2.0986,57.1402,7.371151370990757,1.967360301095877,5.84237457678468,6.740917928925514,7.741920285213954,8.997964479380405,12.773468211051323,16.63374018470823,20.495486389121645,24.357232595840536,275
70,70,223,-4.1479,55.82231,10.916419950664148,2.9135924850965305,8.652354453099898,9.983066045111125,11.465515874571103,13.325673834978252,18.91706413289309,24.633993262046737,30.353105675904803,36.072218093177206,275
71,71,226,-3.60908,55.40459,4.542538258780537,1.212403461378493,3.6004158239941315,4.154151237749993,4.771027933358881,5.545076452993796,7.871764548801908,10.250691835337582,12.630527629822238,15.010363425727668,275
72,72,229,-3.60355,55.46512,19.74053125866223,5.268747793414836,15.646345075983668,18.052715836460287,20.73347998167557,24.09726650962355,34.20836661883594,44.54648284078911,54.88854717028568,65.2306115059565,275
73,73,232,-3.8697,55.6162,6.586169954464414,1.757848761005993,5.220198306031268,6.023052423495725,6.917454303408396,8.039737664140226,11.413173914324982,14.862351120075797,18.312845560248444,21.76334000248105,275
74,74,235,-4.01344,55.85142,10.541985926691853,2.8136560440892606,8.355578045692477,9.640646130180611,11.072247819179674,12.868602221874024,18.268207412738217,23.78904544350359,29.311991872144084,34.8349383040818,275
75,75,239,-2.967,55.9666,76.00016125904276,20.28444304187836,60.23772781533401,69.50214747298723,79.82296937307768,92.77339685728548,131.70067944849075,171.5019639067497,211.3184484022332,251.13493292148735,275
76,76,242,-4.457705555555556,57.28102777777778,6.87471976503346,1.8348627054538569,5.4489028858936726,6.286931225267164,7.220518169459336,8.391970417933647,11.913201881070318,15.513492622642328,19.11515830861717,22.716823996742228,275
77,77,245,-3.8938361111111113,58.50283611111111,21.94101863042725,5.856057872992191,17.390451366885642,20.06506153798551,23.04465186831869,26.783401444579518,38.0215911854456,49.51210264419184,61.00700230809981,72.50190197887028,275
78,78,248,-3.074,53.229,18.2753619447364,4.877694103492563,14.485051877738742,16.71281849884441,19.19461265120712,22.30873432795289,31.6693747146819,41.240181766799125,50.814643892501095,60.389106023919055,400
79,79,251,-4.7692,57.6344,38.01625854533496,10.146539406670216,30.13168652374116,34.76586844050548,39.92847635151843,46.406446810478165,65.87837443455932,85.78748903820181,105.70420689604084,125.62092476577024,275
80,80,254,-0.78162,53.301,2.532009152892621,0.6757932429683365,2.0068704546298908,2.315522370373362,2.659369213373242,3.0908235732149425,4.387718661137429,5.713731854737114,7.040251450333052,8.366771046720928,400
81,81,257,-3.273,56.5381,2.260940392078866,0.6034449907005832,1.7920213548038555,2.0676299886035023,2.3746656938809068,2.759929936859731,3.9179836055136574,5.102038089050576,6.286544760813848,7.471051433284274,275
82,82,260,-1.4637,52.456,28.54357834972089,7.6182810622315005,22.62364020052086,26.103102401417903,29.979320341727803,34.84314609464858,49.46316692324372,64.41143890758332,79.36541960946053,94.31940032026534,275
83,83,263,-1.1905,51.711,16.036811892447535,4.280225094482473,12.71077710625286,14.665664475979332,16.843463531208446,19.57613627887728,27.790191328991128,36.188669718521496,44.59035547147967,52.99204122945369,400
84,84,267,-4.4311,55.4469,11.44308118259643,3.0541583679120063,9.069786145539242,10.464697741724232,12.018668166488323,13.968569200856004,19.82971538172722,25.822456998091607,31.81748723144126,37.81251746836997,275
85,85,270,-2.153,57.1311,5.062583753311675,1.3512036038814434,4.012603882969206,4.6297328425096165,5.3172317162834455,6.179895988225244,8.772951386293363,11.424226498362197,14.076514127512946,16.728801758247123,275
86,86,274,-0.415399,53.800702,51.59745165006194,13.771359846650626,40.89614017880093,47.185869535062906,54.19280346989657,62.98500923491447,89.4132239662224,116.43480940004312,143.46671432756995,170.498619271235,275
87,87,277,-4.3643,55.8211,4.174210359843407,1.1140967451432564,3.308479131289696,3.817315374164269,4.384173141092104,5.095458586720667,7.233489132720692,9.41952309854956,11.606391906723522,13.793260716203054,275
88,88,281,-5.458544444444445,55.69688611111111,6.199034721173545,1.654522367231288,4.913354920117708,5.669017252643112,6.510846167869217,7.567161684819417,10.742307268541504,13.988741752582747,17.236416043973843,20.48409033730381,275
89,89,285,-2.5394,55.9152,25.606024656956336,6.834247981561528,20.295335143580918,23.41670954932316,26.89400769811264,31.257274301567296,44.37268012894784,57.78255524412001,71.19755156589903,84.61254789568687,400
90,90,288,-1.228,51.66025,14.856937295907946,3.9653165646374937,11.775608501013586,13.586669157419154,15.60424124242092,18.135863358751436,25.745586640605826,33.52616470382132,41.30971415546811,49.093263611761714,400
91,91,291,-3.98,55.95,26.25079254583628,7.006336531119194,20.806378172319175,24.00634978371738,27.57120741182619,32.04434246359407,45.48999840361076,59.23753846224789,72.99032868111182,86.74311890818623,275
92,92,294,-3.035,56.3142,21.67302618796502,5.784530690092534,17.178040556985085,19.819982449348185,22.76317940599107,26.45626307003635,37.55718708189329,48.90735089849774,60.261849321757886,71.61634775179672,275
93,93,297,-3.3087,55.9022,5.455393418904359,1.45604450363764,4.32394482392529,4.9889572817023575,5.729799708069423,6.659398747057504,9.453651255812856,12.310640789788232,15.168721402804344,18.026802017526744,275
94,94,300,-3.4198,57.5565,11.309580855948294,3.018527130726387,8.96397378663544,10.342611693001714,11.878452773405035,13.80560535210192,19.598372665673928,25.52120016096057,31.446289573158413,37.37137898889356,275
95,95,304,-4.20339,55.83535,12.867981024470051,3.4344641357425703,10.199161760234835,11.767768647147518,13.515240470458906,15.707944437988097,22.298924317760555,29.03788598144349,35.7794212421733,42.52095650692783,275
96,96,308,-3.889583333333333,56.03883055555556,18.99210083644065,5.0689917137057785,15.05313912331689,17.368276215322965,19.9474035091896,23.183657493135225,32.911411540141614,42.85757474990942,52.80753638108719,62.75749801820514,275
97,97,311,-4.203794444444445,55.37269166666667,16.473034743232716,4.396652973367599,13.056527337793328,15.064590273031522,17.30162839140365,20.108633512878807,28.546121907132243,37.173050203658406,45.80327310821107,54.43349601791602,275
98,98,315,-4.7063,55.9148,19.86230595871251,5.301249460861205,15.74286370324579,18.16407879965882,20.861379949142712,24.245916885988347,34.41938999655739,44.82127962893795,55.22714172380988,65.63300382489415,275
99,99,318,-3.7792,56.1373,8.556654566471634,2.2837711039984225,6.782004409544922,7.825060601217619,8.987054291469715,10.445108230234505,14.827826698542184,19.30894669578003,23.791778024491045,28.274609355878333,275
100,100,321,-3.209,55.94717,13.046519215106652,3.4821159788278013,10.340671130136734,11.931041822488432,13.702759132090884,15.925886007317864,22.608313148321056,29.440775262456583,36.27584668128879,43.11091810420157,275
101,101,325,-3.7535,58.57589,38.27840008022003,10.216504982337389,30.339459904295943,35.005596874163366,40.20380360561754,46.72644298214124,66.33263950037096,86.37903762585655,106.4330914338628,126.48714525384143,275
102,102,329,-1.653,52.773,14.86904077790151,3.968546983981869,11.785201720841911,13.597737791702524,15.616953529559192,18.15063807922231,25.766560764552903,33.55347742128952,41.34336788715464,49.13325835767034,400
103,103,333,-0.9924,53.736,19.25648289627055,5.139555285480779,15.262688343943,17.61005360904295,20.22508398663836,23.50638867359871,33.36955921163023,43.45417930615495,53.542650698518905,63.63112209690572,400
104,104,336,-3.5876,55.906453,15.381709946633434,4.105378385128831,12.191543303988391,14.066573746518609,16.155409957496577,18.77645333354985,26.65496516706664,34.7103666675147,42.76884451095854,50.827322359213326,275
105,105,339,-4.3489,55.9157,4.884371336178805,1.303638709744366,3.8713527211463705,4.466757587037872,5.130055214562448,5.9623520906115175,8.46412708863749,11.022072357837663,13.580994501624666,16.139916646939355,275
106,106,342,-3.4298,58.2529,14.702616214864925,3.924128268103376,11.653293612176013,13.445542528802076,15.442157810995942,17.947483615105217,25.478163639260902,33.177923752320154,40.880624389584405,48.5833250314472,275
107,107,345,-2.95,56.4617,7.724098747535042,2.061561955904091,6.12212066744026,7.06368830478266,8.11262091481098,9.428807341966897,13.385090719877434,17.43020123466262,21.476856569702715,25.52351190715868,275
108,108,348,-6.531,57.4279,6.727524056652475,1.7955761708834086,5.33223556742816,6.152320749949668,7.065918516941548,8.212288616696764,11.658126438011688,15.181330787091218,18.705880641422272,22.230430497857498,275
109,109,351,-3.583,55.0619,35.08836520077484,9.36508467293624,27.811038258788223,32.08830997684389,36.85330997162272,42.83236740445109,60.80462805766724,79.18040491649784,97.5631994506645,115.94599399580576,275
110,110,354,-2.5727,55.97658,34.46671167150455,9.19916534595895,27.318315671477,31.519807824313183,36.200387269808,42.07351494120237,59.7273646567727,77.77758156226803,95.83469181235289,113.8918020732179,275
111,111,357,-2.8414472222222225,55.804738888888885,30.108473515509257,8.0359515820183,23.86397610895389,27.53419903056416,31.622929734411027,36.753413623698826,52.17497375609389,67.9427813388989,83.71661061837706,99.49043990727228,275
112,112,360,-3.4489,56.08953,6.182838640847526,1.6501996333918816,4.900517906851004,5.654205937184629,6.493835424702223,7.547391129563662,10.714241080943973,13.95219367771701,17.191382842622776,20.43057200946235,275
113,113,363,0.9474,50.914,50.024911870151946,13.35164897935458,39.64974514921495,45.74778190630226,52.54116493900113,61.06540992540511,86.6881697815606,112.88621613249973,139.0942674690861,165.30231882131878,400
114,114,366,-4.332819444444445,57.270488888888885,4.340710854211986,1.158535727094261,3.440447423129336,3.969580076267824,4.559048610333348,5.298705740214734,7.522017839417908,9.795248114162712,12.06934653136238,14.343444949919697,275
115,115,369,-4.94,55.9746,11.990101455928984,3.2001580788777075,9.503354414192822,10.964947781698315,12.593203559588977,14.636316848573312,20.777646813404605,27.0568629469629,33.33847710159692,39.620091259981095,275
116,116,372,-2.19,57.2159,8.19885426385047,2.188274203220172,6.4984118896807175,7.497852224463067,8.611256633613971,10.008341400785431,14.207794554117276,18.50153453283994,22.796914282951843,27.092294035628107,275
117,117,375,-0.29627,51.50171,3.682837747204261,0.9829493948179728,2.919017198502749,3.367955119895473,3.868084486019719,4.495640038417934,6.381989532260887,8.310691660806034,10.240130357141595,12.169569054629042,275
118,118,378,-0.30207,52.21519,12.633237023966569,3.3718109620025083,10.0131036654314,11.553095258682164,13.268688846721744,15.421392436547636,21.892136439279746,28.508162669877706,35.12671554870707,41.74526843148774,275
119,119,382,-2.3277,55.6681,44.6937383829086,11.92875877548027,35.424257043126495,40.8724237521065,46.94183342515969,54.55764644893988,77.44977924532752,100.8558900405134,124.27093958630029,147.68598914606602,275
120,120,385,-0.90636,51.92653,18.45204222382179,4.92485006998473,14.625088666945116,16.8743926140717,19.38017994833679,22.524407944651887,31.97554397031524,41.63887848460552,51.30590340854792,60.972928338261575,400
121,121,388,-6.413,57.4723,6.930705736138767,1.8498053611432184,5.493277366592783,6.33813039584414,7.279320234913233,8.460312492868063,12.010219970400687,15.639830565045632,19.27082730129129,22.90182403970467,275
122,122,391,-4.073,55.87858,10.93600155012597,2.918818813993365,8.667874828833703,10.000973417819372,11.486082428486553,13.349577093443456,18.950997086601173,24.67818109939476,30.40755231321393,36.136923530453565,275
123,123,394,-1.13026,53.71376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
124,124,397,-4.1916,55.7849,15.849996999310513,4.23036419949968,12.562707621948974,14.49482225620161,16.64725184893998,19.34809133880434,27.46645980066736,35.767103230644906,44.07091666105941,52.37473009643134,275
125,125,400,-4.1611,55.7395,7.396904653189138,1.9742338521152485,5.862786628255597,6.7644693054964735,7.76896895750783,9.029401510962805,12.81809607377381,16.69185504132035,20.567093390281517,24.442331741556217,275
126,126,403,-4.4629,55.8395,9.338161850890788,2.492355398228814,7.401427083190112,8.539749012835314,9.80787139232297,11.399094172411054,16.182100671739853,21.072496033898947,25.96475902903923,30.85702202710021,275
127,127,406,-3.321172222222222,57.66490833333333,15.181126758744622,4.051842732276451,12.03256106926398,13.883140421190086,15.94473743524982,18.531601436071877,26.307374560767,34.25773064569948,42.21112295697705,50.16451527300282,275
128,128,409,-1.823393,53.694321,11.351405257834404,3.0296900635908024,8.997123807571151,10.38086010852744,11.922380942707507,13.8566603994889,19.67085017170385,25.61558110626205,31.562582322614556,37.50958354251745,275
